# water properties created by TabulatedFluidProperties on Fri Oct 22 09:55:25 2021-extended by RKP 2021.10.22,,,,,

pressure, temperature, density, viscosity, enthalpy, internal_energy
5.76E+07,878.356,193.125,4.12E-05,3.20E+06,2.90E+06
5.76E+07,883.221,190.213,4.12E-05,3.22E+06,2.92E+06
5.76E+07,888.087,187.427,4.13E-05,3.24E+06,2.94E+06
5.76E+07,892.953,184.757,4.13E-05,3.26E+06,2.95E+06
5.76E+07,897.819,182.195,4.13E-05,3.28E+06,2.97E+06
5.76E+07,902.685,179.735,4.14E-05,3.30E+06,2.98E+06
5.76E+07,907.55,177.37,4.15E-05,3.32E+06,3.00E+06
5.76E+07,912.416,175.094,4.15E-05,3.34E+06,3.01E+06
5.76E+07,917.282,172.902,4.16E-05,3.36E+06,3.03E+06
5.76E+07,922.148,170.787,4.17E-05,3.38E+06,3.04E+06
5.76E+07,927.013,168.747,4.17E-05,3.40E+06,3.06E+06
5.76E+07,931.879,166.776,4.18E-05,3.42E+06,3.07E+06
5.76E+07,936.745,164.871,4.19E-05,3.44E+06,3.09E+06
5.76E+07,941.611,163.027,4.20E-05,3.45E+06,3.10E+06
5.76E+07,946.477,161.243,4.21E-05,3.47E+06,3.11E+06
5.76E+07,951.342,159.514,4.22E-05,3.49E+06,3.13E+06
5.76E+07,956.208,157.837,4.23E-05,3.51E+06,3.14E+06
5.76E+07,961.074,156.211,4.24E-05,3.52E+06,3.16E+06
5.76E+07,965.94,154.631,4.25E-05,3.54E+06,3.17E+06
5.76E+07,970.805,153.097,4.26E-05,3.56E+06,3.18E+06
5.76E+07,975.671,151.606,4.27E-05,3.58E+06,3.19E+06
5.76E+07,980.537,150.156,4.28E-05,3.59E+06,3.21E+06
5.76E+07,985.403,148.744,4.30E-05,3.61E+06,3.22E+06
5.76E+07,990.268,147.37,4.31E-05,3.62E+06,3.23E+06
5.76E+07,995.134,146.031,4.32E-05,3.64E+06,3.25E+06
5.76E+07,1000,144.727,4.33E-05,3.66E+06,3.26E+06
5.86E+07,100,1027.46,0.00159976,64694.7,7634.1
5.86E+07,275,1027.46,0.00159976,64694.7,7634.1
5.86E+07,279.866,1026.66,0.00138757,84202.3,27097.4
5.86E+07,284.732,1025.65,0.00121701,103764,46603.3
5.86E+07,289.597,1024.45,0.0010777,123371,66143
5.86E+07,294.463,1023.07,0.000962319,143014,85709.4
5.86E+07,299.329,1021.54,0.000865601,162688,105297
5.86E+07,304.195,1019.86,0.000783666,182387,124901
5.86E+07,309.06,1018.04,0.000713609,202108,144519
5.86E+07,313.926,1016.09,0.000653214,221848,164149
5.86E+07,318.792,1014.01,0.000600767,241605,183788
5.86E+07,323.658,1011.82,0.000554921,261379,203437
5.86E+07,328.523,1009.51,0.00051461,281169,223094
5.86E+07,333.389,1007.1,0.000478974,300974,242760
5.86E+07,338.255,1004.58,0.000447317,320795,262435
5.86E+07,343.121,1001.96,0.000419069,340632,282120
5.86E+07,347.987,999.249,0.000393759,360486,301814
5.86E+07,352.852,996.443,0.000370995,380356,321519
5.86E+07,357.718,993.546,0.000350449,400244,341236
5.86E+07,362.584,990.561,0.000331842,420150,360964
5.86E+07,367.45,987.491,0.00031494,440075,380705
5.86E+07,372.315,984.338,0.000299542,460021,400461
5.86E+07,377.181,981.103,0.000285475,479987,420231
5.86E+07,382.047,977.788,0.000272592,499975,440016
5.86E+07,386.913,974.394,0.000260764,519986,459819
5.86E+07,391.779,970.923,0.000249879,540022,479639
5.86E+07,396.644,967.376,0.000239839,560082,499477
5.86E+07,401.51,963.754,0.000230559,580168,519336
5.86E+07,406.376,960.058,0.000221965,600281,539215
5.86E+07,411.242,956.288,0.000213989,620424,559117
5.86E+07,416.107,952.444,0.000206574,640596,579042
5.86E+07,420.973,948.528,0.000199668,660800,598992
5.86E+07,425.839,944.54,0.000193223,681038,618968
5.86E+07,430.705,940.479,0.0001872,701310,638972
5.86E+07,435.57,936.347,0.000181561,721618,659005
5.86E+07,440.436,932.142,0.000176273,741965,679070
5.86E+07,445.302,927.864,0.000171307,762353,699168
5.86E+07,450.168,923.514,0.000166635,782783,719300
5.86E+07,455.034,919.091,0.000162234,803258,739470
5.86E+07,459.899,914.595,0.000158082,823781,759679
5.86E+07,464.765,910.024,0.000154159,844353,779929
5.86E+07,469.631,905.378,0.000150447,864978,800223
5.86E+07,474.497,900.657,0.000146929,885658,820564
5.86E+07,479.362,895.858,0.00014359,906397,840954
5.86E+07,484.228,890.982,0.000140418,927197,861396
5.86E+07,489.094,886.027,0.000137399,948062,881894
5.86E+07,493.96,880.991,0.000134522,968996,902449
5.86E+07,498.826,875.874,0.000131777,990002,923066
5.86E+07,503.691,870.673,0.000129153,1.01E+06,943749
5.86E+07,508.557,865.387,0.000126642,1.03E+06,964500
5.86E+07,513.423,860.014,0.000124236,1.05E+06,985324
5.86E+07,518.289,854.551,0.000121926,1.07E+06,1.01E+06
5.86E+07,523.154,848.997,0.000119707,1.10E+06,1.03E+06
5.86E+07,528.02,843.349,0.00011757,1.12E+06,1.05E+06
5.86E+07,532.886,837.605,0.000115511,1.14E+06,1.07E+06
5.86E+07,537.752,831.761,0.000113523,1.16E+06,1.09E+06
5.86E+07,542.617,825.815,0.000111602,1.18E+06,1.11E+06
5.86E+07,547.483,819.764,0.000109741,1.21E+06,1.13E+06
5.86E+07,552.349,813.603,0.000107937,1.23E+06,1.16E+06
5.86E+07,557.215,807.33,0.000106186,1.25E+06,1.18E+06
5.86E+07,562.081,800.94,0.000104482,1.27E+06,1.20E+06
5.86E+07,566.946,794.43,0.000102823,1.29E+06,1.22E+06
5.86E+07,571.812,787.793,0.000101205,1.32E+06,1.24E+06
5.86E+07,576.678,781.027,9.96E-05,1.34E+06,1.26E+06
5.86E+07,581.544,774.125,9.81E-05,1.36E+06,1.29E+06
5.86E+07,586.409,767.081,9.66E-05,1.39E+06,1.31E+06
5.86E+07,591.275,759.891,9.51E-05,1.41E+06,1.33E+06
5.86E+07,596.141,752.546,9.36E-05,1.43E+06,1.36E+06
5.86E+07,601.007,745.041,9.22E-05,1.46E+06,1.38E+06
5.86E+07,605.872,737.368,9.08E-05,1.48E+06,1.40E+06
5.86E+07,610.738,729.519,8.94E-05,1.51E+06,1.42E+06
5.86E+07,615.604,721.486,8.80E-05,1.53E+06,1.45E+06
5.86E+07,620.47,713.258,8.66E-05,1.55E+06,1.47E+06
5.86E+07,625.336,704.841,8.52E-05,1.58E+06,1.50E+06
5.86E+07,630.201,696.187,8.39E-05,1.61E+06,1.52E+06
5.86E+07,635.067,687.303,8.25E-05,1.63E+06,1.55E+06
5.86E+07,639.933,678.174,8.12E-05,1.66E+06,1.57E+06
5.86E+07,644.799,668.79,7.99E-05,1.68E+06,1.60E+06
5.86E+07,649.664,659.137,7.85E-05,1.71E+06,1.62E+06
5.86E+07,654.53,649.201,7.72E-05,1.74E+06,1.65E+06
5.86E+07,659.396,638.966,7.59E-05,1.77E+06,1.67E+06
5.86E+07,664.262,628.416,7.45E-05,1.79E+06,1.70E+06
5.86E+07,669.128,617.533,7.32E-05,1.82E+06,1.73E+06
5.86E+07,673.993,606.299,7.18E-05,1.85E+06,1.76E+06
5.86E+07,678.859,594.697,7.05E-05,1.88E+06,1.78E+06
5.86E+07,683.725,582.711,6.91E-05,1.91E+06,1.81E+06
5.86E+07,688.591,570.328,6.77E-05,1.94E+06,1.84E+06
5.86E+07,693.456,557.54,6.63E-05,1.98E+06,1.87E+06
5.86E+07,698.322,544.344,6.50E-05,2.01E+06,1.90E+06
5.86E+07,703.188,530.744,6.36E-05,2.04E+06,1.93E+06
5.86E+07,708.054,516.757,6.22E-05,2.08E+06,1.96E+06
5.86E+07,712.919,502.408,6.08E-05,2.11E+06,2.00E+06
5.86E+07,717.785,487.739,5.94E-05,2.15E+06,2.03E+06
5.86E+07,722.651,472.814,5.80E-05,2.19E+06,2.06E+06
5.86E+07,727.517,457.718,5.66E-05,2.22E+06,2.10E+06
5.86E+07,732.383,442.552,5.53E-05,2.26E+06,2.13E+06
5.86E+07,737.248,427.431,5.40E-05,2.30E+06,2.16E+06
5.86E+07,742.114,412.48,5.28E-05,2.34E+06,2.20E+06
5.86E+07,746.98,397.828,5.16E-05,2.38E+06,2.23E+06
5.86E+07,751.846,383.593,5.05E-05,2.42E+06,2.27E+06
5.86E+07,756.711,369.877,4.95E-05,2.46E+06,2.30E+06
5.86E+07,761.577,356.758,4.86E-05,2.50E+06,2.33E+06
5.86E+07,766.443,344.29,4.77E-05,2.54E+06,2.37E+06
5.86E+07,771.309,332.501,4.69E-05,2.57E+06,2.40E+06
5.86E+07,776.174,321.399,4.62E-05,2.61E+06,2.43E+06
5.86E+07,781.04,310.976,4.55E-05,2.65E+06,2.46E+06
5.86E+07,785.906,301.227,4.50E-05,2.68E+06,2.49E+06
5.86E+07,790.772,292.145,4.45E-05,2.72E+06,2.51E+06
5.86E+07,795.638,283.625,4.40E-05,2.75E+06,2.54E+06
5.86E+07,800.503,275.651,4.36E-05,2.78E+06,2.57E+06
5.86E+07,805.369,268.2,4.33E-05,2.81E+06,2.59E+06
5.86E+07,810.235,261.236,4.30E-05,2.84E+06,2.62E+06
5.86E+07,815.101,254.72,4.27E-05,2.87E+06,2.64E+06
5.86E+07,819.966,248.615,4.25E-05,2.90E+06,2.66E+06
5.86E+07,824.832,242.885,4.23E-05,2.93E+06,2.69E+06
5.86E+07,829.698,237.5,4.21E-05,2.95E+06,2.71E+06
5.86E+07,834.564,232.432,4.19E-05,2.98E+06,2.73E+06
5.86E+07,839.43,227.653,4.18E-05,3.01E+06,2.75E+06
5.86E+07,844.295,223.142,4.17E-05,3.03E+06,2.77E+06
5.86E+07,849.161,218.876,4.16E-05,3.06E+06,2.79E+06
5.86E+07,854.027,214.836,4.16E-05,3.08E+06,2.81E+06
5.86E+07,858.893,211.004,4.15E-05,3.10E+06,2.83E+06
5.86E+07,863.758,207.363,4.15E-05,3.13E+06,2.84E+06
5.86E+07,868.624,203.9,4.15E-05,3.15E+06,2.86E+06
5.86E+07,873.49,200.599,4.15E-05,3.17E+06,2.88E+06
5.86E+07,878.356,197.451,4.15E-05,3.19E+06,2.90E+06
5.86E+07,883.221,194.442,4.15E-05,3.21E+06,2.91E+06
5.86E+07,888.087,191.563,4.15E-05,3.24E+06,2.93E+06
5.86E+07,892.953,188.806,4.16E-05,3.26E+06,2.95E+06
5.86E+07,897.819,186.162,4.16E-05,3.28E+06,2.96E+06
5.86E+07,902.685,183.623,4.16E-05,3.30E+06,2.98E+06
5.86E+07,907.55,181.183,4.17E-05,3.32E+06,2.99E+06
5.86E+07,912.416,178.835,4.17E-05,3.34E+06,3.01E+06
5.86E+07,917.282,176.574,4.18E-05,3.35E+06,3.02E+06
5.86E+07,922.148,174.394,4.19E-05,3.37E+06,3.04E+06
5.86E+07,927.013,172.291,4.20E-05,3.39E+06,3.05E+06
5.86E+07,931.879,170.26,4.20E-05,3.41E+06,3.07E+06
5.86E+07,936.745,168.297,4.21E-05,3.43E+06,3.08E+06
5.86E+07,941.611,166.399,4.22E-05,3.45E+06,3.09E+06
5.86E+07,946.477,164.561,4.23E-05,3.46E+06,3.11E+06
5.86E+07,951.342,162.781,4.24E-05,3.48E+06,3.12E+06
5.86E+07,956.208,161.056,4.25E-05,3.50E+06,3.14E+06
5.86E+07,961.074,159.382,4.26E-05,3.52E+06,3.15E+06
5.86E+07,965.94,157.758,4.27E-05,3.53E+06,3.16E+06
5.86E+07,970.805,156.18,4.28E-05,3.55E+06,3.18E+06
5.86E+07,975.671,154.646,4.29E-05,3.57E+06,3.19E+06
5.86E+07,980.537,153.155,4.30E-05,3.59E+06,3.20E+06
5.86E+07,985.403,151.704,4.31E-05,3.60E+06,3.22E+06
5.86E+07,990.268,150.292,4.32E-05,3.62E+06,3.23E+06
5.86E+07,995.134,148.917,4.33E-05,3.64E+06,3.24E+06
5.86E+07,1000,147.576,4.35E-05,3.65E+06,3.25E+06
5.96E+07,100,1027.9,0.00159881,65639.3,7621.67
5.96E+07,275,1027.9,0.00159881,65639.3,7621.67
5.96E+07,279.866,1027.09,0.001387,85134.7,27071.3
5.96E+07,284.732,1026.07,0.0012167,104686,46564.6
5.96E+07,289.597,1024.86,0.00107756,124282,66092.4
5.96E+07,294.463,1023.48,0.000962306,143916,85647.4
5.96E+07,299.329,1021.94,0.000865674,163580,105224
5.96E+07,304.195,1020.26,0.0007838,183270,124817
5.96E+07,309.06,1018.43,0.000713787,202982,144425
5.96E+07,313.926,1016.48,0.000653423,222714,164044
5.96E+07,318.792,1014.4,0.000600997,242463,183673
5.96E+07,323.658,1012.21,0.000555167,262229,203312
5.96E+07,328.523,1009.9,0.000514866,282011,222959
5.96E+07,333.389,1007.49,0.000479236,301808,242615
5.96E+07,338.255,1004.97,0.000447584,321621,262280
5.96E+07,343.121,1002.35,0.000419338,341450,281954
5.96E+07,347.987,999.641,0.000394029,361296,301638
5.96E+07,352.852,996.837,0.000371265,381158,321333
5.96E+07,357.718,993.943,0.000350717,401038,341038
5.96E+07,362.584,990.961,0.000332109,420937,360756
5.96E+07,367.45,987.894,0.000315204,440854,380487
5.96E+07,372.315,984.744,0.000299804,460791,400231
5.96E+07,377.181,981.513,0.000285735,480750,419990
5.96E+07,382.047,978.203,0.000272849,500729,439764
5.96E+07,386.913,974.814,0.000261018,520732,459555
5.96E+07,391.779,971.348,0.00025013,540759,479363
5.96E+07,396.644,967.807,0.000240087,560810,499190
5.96E+07,401.51,964.19,0.000230805,580887,519036
5.96E+07,406.376,960.5,0.000222208,600991,538903
5.96E+07,411.242,956.737,0.00021423,621124,558791
5.96E+07,416.107,952.9,0.000206812,641287,578703
5.96E+07,420.973,948.992,0.000199903,661481,598639
5.96E+07,425.839,945.011,0.000193457,681708,618601
5.96E+07,430.705,940.959,0.000187431,701969,638591
5.96E+07,435.57,936.835,0.00018179,722267,658610
5.96E+07,440.436,932.639,0.0001765,742602,678659
5.96E+07,445.302,928.372,0.000171532,762978,698741
5.96E+07,450.168,924.032,0.000166859,783396,718857
5.96E+07,455.034,919.619,0.000162457,803859,739010
5.96E+07,459.899,915.134,0.000158303,824368,759201
5.96E+07,464.765,910.575,0.000154379,844926,779433
5.96E+07,469.631,905.941,0.000150665,865537,799709
5.96E+07,474.497,901.233,0.000147147,886202,820030
5.96E+07,479.362,896.448,0.000143808,906925,840400
5.96E+07,484.228,891.586,0.000140635,927709,860821
5.96E+07,489.094,886.646,0.000137615,948557,881296
5.96E+07,493.96,881.627,0.000134738,969473,901829
5.96E+07,498.826,876.526,0.000131993,990460,922423
5.96E+07,503.691,871.342,0.000129369,1.01E+06,943080
5.96E+07,508.557,866.075,0.000126858,1.03E+06,963806
5.96E+07,513.423,860.721,0.000124452,1.05E+06,984603
5.96E+07,518.289,855.279,0.000122143,1.08E+06,1.01E+06
5.96E+07,523.154,849.746,0.000119924,1.10E+06,1.03E+06
5.96E+07,528.02,844.121,0.000117789,1.12E+06,1.05E+06
5.96E+07,532.886,838.401,0.000115731,1.14E+06,1.07E+06
5.96E+07,537.752,832.583,0.000113745,1.16E+06,1.09E+06
5.96E+07,542.617,826.664,0.000111824,1.18E+06,1.11E+06
5.96E+07,547.483,820.641,0.000109966,1.21E+06,1.13E+06
5.96E+07,552.349,814.511,0.000108164,1.23E+06,1.15E+06
5.96E+07,557.215,808.27,0.000106415,1.25E+06,1.18E+06
5.96E+07,562.081,801.914,0.000104714,1.27E+06,1.20E+06
5.96E+07,566.946,795.44,0.000103057,1.29E+06,1.22E+06
5.96E+07,571.812,788.842,0.000101442,1.32E+06,1.24E+06
5.96E+07,576.678,782.116,9.99E-05,1.34E+06,1.26E+06
5.96E+07,581.544,775.258,9.83E-05,1.36E+06,1.29E+06
5.96E+07,586.409,768.261,9.68E-05,1.39E+06,1.31E+06
5.96E+07,591.275,761.12,9.53E-05,1.41E+06,1.33E+06
5.96E+07,596.141,753.829,9.39E-05,1.43E+06,1.35E+06
5.96E+07,601.007,746.381,9.24E-05,1.46E+06,1.38E+06
5.96E+07,605.872,738.769,9.10E-05,1.48E+06,1.40E+06
5.96E+07,610.738,730.986,8.96E-05,1.50E+06,1.42E+06
5.96E+07,615.604,723.024,8.82E-05,1.53E+06,1.45E+06
5.96E+07,620.47,714.873,8.69E-05,1.55E+06,1.47E+06
5.96E+07,625.336,706.541,8.55E-05,1.58E+06,1.49E+06
5.96E+07,630.201,697.978,8.42E-05,1.60E+06,1.52E+06
5.96E+07,635.067,689.192,8.29E-05,1.63E+06,1.54E+06
5.96E+07,639.933,680.17,8.15E-05,1.66E+06,1.57E+06
5.96E+07,644.799,670.903,8.02E-05,1.68E+06,1.59E+06
5.96E+07,649.664,661.377,7.89E-05,1.71E+06,1.62E+06
5.96E+07,654.53,651.579,7.75E-05,1.74E+06,1.64E+06
5.96E+07,659.396,641.496,7.62E-05,1.76E+06,1.67E+06
5.96E+07,664.262,631.113,7.49E-05,1.79E+06,1.70E+06
5.96E+07,669.128,620.412,7.36E-05,1.82E+06,1.72E+06
5.96E+07,673.993,609.379,7.22E-05,1.85E+06,1.75E+06
5.96E+07,678.859,597.996,7.09E-05,1.88E+06,1.78E+06
5.96E+07,683.725,586.251,6.95E-05,1.91E+06,1.81E+06
5.96E+07,688.591,574.13,6.82E-05,1.94E+06,1.84E+06
5.96E+07,693.456,561.626,6.68E-05,1.97E+06,1.87E+06
5.96E+07,698.322,548.737,6.55E-05,2.00E+06,1.90E+06
5.96E+07,703.188,535.467,6.41E-05,2.04E+06,1.93E+06
5.96E+07,708.054,521.83,6.27E-05,2.07E+06,1.96E+06
5.96E+07,712.919,507.848,6.14E-05,2.11E+06,1.99E+06
5.96E+07,717.785,493.559,6.00E-05,2.14E+06,2.02E+06
5.96E+07,722.651,479.014,5.87E-05,2.18E+06,2.05E+06
5.96E+07,727.517,464.289,5.73E-05,2.22E+06,2.09E+06
5.96E+07,732.383,449.475,5.60E-05,2.25E+06,2.12E+06
5.96E+07,737.248,434.671,5.47E-05,2.29E+06,2.15E+06
5.96E+07,742.114,419.989,5.35E-05,2.33E+06,2.19E+06
5.96E+07,746.98,405.549,5.24E-05,2.37E+06,2.22E+06
5.96E+07,751.846,391.461,5.13E-05,2.41E+06,2.26E+06
5.96E+07,756.711,377.827,5.02E-05,2.45E+06,2.29E+06
5.96E+07,761.577,364.727,4.93E-05,2.49E+06,2.32E+06
5.96E+07,766.443,352.222,4.84E-05,2.52E+06,2.35E+06
5.96E+07,771.309,340.35,4.76E-05,2.56E+06,2.39E+06
5.96E+07,776.174,329.126,4.68E-05,2.60E+06,2.42E+06
5.96E+07,781.04,318.552,4.62E-05,2.63E+06,2.45E+06
5.96E+07,785.906,308.598,4.56E-05,2.67E+06,2.48E+06
5.96E+07,790.772,299.336,4.50E-05,2.70E+06,2.50E+06
5.96E+07,795.638,290.632,4.46E-05,2.74E+06,2.53E+06
5.96E+07,800.503,282.461,4.41E-05,2.77E+06,2.56E+06
5.96E+07,805.369,274.807,4.38E-05,2.80E+06,2.58E+06
5.96E+07,810.235,267.642,4.34E-05,2.83E+06,2.61E+06
5.96E+07,815.101,260.931,4.31E-05,2.86E+06,2.63E+06
5.96E+07,819.966,254.637,4.29E-05,2.89E+06,2.65E+06
5.96E+07,824.832,248.726,4.27E-05,2.92E+06,2.68E+06
5.96E+07,829.698,243.168,4.25E-05,2.94E+06,2.70E+06
5.96E+07,834.564,237.933,4.23E-05,2.97E+06,2.72E+06
5.96E+07,839.43,232.997,4.22E-05,3.00E+06,2.74E+06
5.96E+07,844.295,228.336,4.21E-05,3.02E+06,2.76E+06
5.96E+07,849.161,223.927,4.20E-05,3.05E+06,2.78E+06
5.96E+07,854.027,219.752,4.19E-05,3.07E+06,2.80E+06
5.96E+07,858.893,215.793,4.19E-05,3.09E+06,2.82E+06
5.96E+07,863.758,212.032,4.18E-05,3.12E+06,2.84E+06
5.96E+07,868.624,208.454,4.18E-05,3.14E+06,2.85E+06
5.96E+07,873.49,205.045,4.18E-05,3.16E+06,2.87E+06
5.96E+07,878.356,201.794,4.18E-05,3.18E+06,2.89E+06
5.96E+07,883.221,198.688,4.18E-05,3.21E+06,2.91E+06
5.96E+07,888.087,195.717,4.18E-05,3.23E+06,2.92E+06
5.96E+07,892.953,192.872,4.18E-05,3.25E+06,2.94E+06
5.96E+07,897.819,190.144,4.18E-05,3.27E+06,2.95E+06
5.96E+07,902.685,187.526,4.19E-05,3.29E+06,2.97E+06
5.96E+07,907.55,185.01,4.19E-05,3.31E+06,2.99E+06
5.96E+07,912.416,182.59,4.20E-05,3.33E+06,3.00E+06
5.96E+07,917.282,180.26,4.20E-05,3.35E+06,3.02E+06
5.96E+07,922.148,178.014,4.21E-05,3.37E+06,3.03E+06
5.96E+07,927.013,175.848,4.22E-05,3.38E+06,3.05E+06
5.96E+07,931.879,173.756,4.22E-05,3.40E+06,3.06E+06
5.96E+07,936.745,171.736,4.23E-05,3.42E+06,3.07E+06
5.96E+07,941.611,169.782,4.24E-05,3.44E+06,3.09E+06
5.96E+07,946.477,167.89,4.25E-05,3.46E+06,3.10E+06
5.96E+07,951.342,166.059,4.26E-05,3.48E+06,3.12E+06
5.96E+07,956.208,164.284,4.27E-05,3.49E+06,3.13E+06
5.96E+07,961.074,162.563,4.28E-05,3.51E+06,3.14E+06
5.96E+07,965.94,160.893,4.29E-05,3.53E+06,3.16E+06
5.96E+07,970.805,159.271,4.30E-05,3.55E+06,3.17E+06
5.96E+07,975.671,157.695,4.31E-05,3.56E+06,3.18E+06
5.96E+07,980.537,156.163,4.32E-05,3.58E+06,3.20E+06
5.96E+07,985.403,154.672,4.33E-05,3.60E+06,3.21E+06
5.96E+07,990.268,153.222,4.34E-05,3.61E+06,3.22E+06
5.96E+07,995.134,151.809,4.35E-05,3.63E+06,3.24E+06
5.96E+07,1000,150.433,4.36E-05,3.65E+06,3.25E+06
6.06E+07,100,1028.34,0.00159788,66583,7608.96
6.06E+07,275,1028.34,0.00159788,66583,7608.96
6.06E+07,279.866,1027.52,0.00138644,86066.2,27045.1
6.06E+07,284.732,1026.49,0.00121639,105606,46525.8
6.06E+07,289.597,1025.28,0.00107743,125192,66041.7
6.06E+07,294.463,1023.89,0.000962297,144816,85585.4
6.06E+07,299.329,1022.35,0.00086575,164471,105151
6.06E+07,304.195,1020.65,0.000783937,184152,124734
6.06E+07,309.06,1018.83,0.000713966,203856,144331
6.06E+07,313.926,1016.87,0.000653633,223579,163940
6.06E+07,318.792,1014.79,0.000601228,243320,183559
6.06E+07,323.658,1012.6,0.000555413,263078,203187
6.06E+07,328.523,1010.29,0.000515122,282852,222824
6.06E+07,333.389,1007.87,0.0004795,302642,242470
6.06E+07,338.255,1005.36,0.000447851,322447,262125
6.06E+07,343.121,1002.74,0.000419608,342268,281789
6.06E+07,347.987,1000.03,0.000394299,362106,301463
6.06E+07,352.852,997.231,0.000371535,381961,321147
6.06E+07,357.718,994.339,0.000350986,401833,340842
6.06E+07,362.584,991.36,0.000332375,421723,360549
6.06E+07,367.45,988.296,0.000315469,441633,380269
6.06E+07,372.315,985.15,0.000300066,461562,400002
6.06E+07,377.181,981.923,0.000285995,481512,419750
6.06E+07,382.047,978.617,0.000273106,501484,439513
6.06E+07,386.913,975.232,0.000261272,521478,459292
6.06E+07,391.779,971.772,0.000250381,541496,479089
6.06E+07,396.644,968.236,0.000240336,561538,498903
6.06E+07,401.51,964.625,0.000231051,581607,518737
6.06E+07,406.376,960.941,0.000222451,601702,538591
6.06E+07,411.242,957.185,0.00021447,621825,558467
6.06E+07,416.107,953.355,0.00020705,641978,578366
6.06E+07,420.973,949.454,0.000200138,662162,598288
6.06E+07,425.839,945.481,0.00019369,682379,618236
6.06E+07,430.705,941.437,0.000187662,702630,638212
6.06E+07,435.57,937.322,0.000182019,722916,658215
6.06E+07,440.436,933.135,0.000176727,743241,678249
6.06E+07,445.302,928.877,0.000171757,763605,698316
6.06E+07,450.168,924.547,0.000167083,784010,718416
6.06E+07,455.034,920.145,0.000162679,804460,738551
6.06E+07,459.899,915.671,0.000158524,824956,758725
6.06E+07,464.765,911.124,0.000154598,845501,778940
6.06E+07,469.631,906.502,0.000150884,866097,799196
6.06E+07,474.497,901.807,0.000147364,886747,819498
6.06E+07,479.362,897.036,0.000144024,907455,839848
6.06E+07,484.228,892.188,0.000140851,928222,860249
6.06E+07,489.094,887.263,0.000137831,949054,880702
6.06E+07,493.96,882.259,0.000134953,969951,901213
6.06E+07,498.826,877.174,0.000132208,990920,921783
6.06E+07,503.691,872.008,0.000129584,1.01E+06,942416
6.06E+07,508.557,866.759,0.000127074,1.03E+06,963116
6.06E+07,513.423,861.424,0.000124668,1.05E+06,983886
6.06E+07,518.289,856.002,0.00012236,1.08E+06,1.00E+06
6.06E+07,523.154,850.491,0.000120141,1.10E+06,1.03E+06
6.06E+07,528.02,844.889,0.000118007,1.12E+06,1.05E+06
6.06E+07,532.886,839.192,0.00011595,1.14E+06,1.07E+06
6.06E+07,537.752,833.399,0.000113965,1.16E+06,1.09E+06
6.06E+07,542.617,827.507,0.000112046,1.18E+06,1.11E+06
6.06E+07,547.483,821.512,0.000110189,1.21E+06,1.13E+06
6.06E+07,552.349,815.412,0.000108389,1.23E+06,1.15E+06
6.06E+07,557.215,809.202,0.000106642,1.25E+06,1.17E+06
6.06E+07,562.081,802.88,0.000104944,1.27E+06,1.20E+06
6.06E+07,566.946,796.441,0.00010329,1.29E+06,1.22E+06
6.06E+07,571.812,789.881,0.000101678,1.32E+06,1.24E+06
6.06E+07,576.678,783.195,0.000100103,1.34E+06,1.26E+06
6.06E+07,581.544,776.38,9.86E-05,1.36E+06,1.28E+06
6.06E+07,586.409,769.429,9.71E-05,1.39E+06,1.31E+06
6.06E+07,591.275,762.336,9.56E-05,1.41E+06,1.33E+06
6.06E+07,596.141,755.097,9.41E-05,1.43E+06,1.35E+06
6.06E+07,601.007,747.705,9.27E-05,1.46E+06,1.38E+06
6.06E+07,605.872,740.153,9.13E-05,1.48E+06,1.40E+06
6.06E+07,610.738,732.434,8.99E-05,1.50E+06,1.42E+06
6.06E+07,615.604,724.541,8.85E-05,1.53E+06,1.45E+06
6.06E+07,620.47,716.464,8.72E-05,1.55E+06,1.47E+06
6.06E+07,625.336,708.214,8.58E-05,1.58E+06,1.49E+06
6.06E+07,630.201,699.739,8.45E-05,1.60E+06,1.52E+06
6.06E+07,635.067,691.048,8.32E-05,1.63E+06,1.54E+06
6.06E+07,639.933,682.13,8.18E-05,1.65E+06,1.57E+06
6.06E+07,644.799,672.974,8.05E-05,1.68E+06,1.59E+06
6.06E+07,649.664,663.57,7.92E-05,1.71E+06,1.62E+06
6.06E+07,654.53,653.905,7.79E-05,1.73E+06,1.64E+06
6.06E+07,659.396,643.967,7.66E-05,1.76E+06,1.67E+06
6.06E+07,664.262,633.742,7.53E-05,1.79E+06,1.69E+06
6.06E+07,669.128,623.215,7.40E-05,1.82E+06,1.72E+06
6.06E+07,673.993,612.371,7.26E-05,1.85E+06,1.75E+06
6.06E+07,678.859,601.196,7.13E-05,1.88E+06,1.78E+06
6.06E+07,683.725,589.676,7.00E-05,1.91E+06,1.80E+06
6.06E+07,688.591,577.802,6.87E-05,1.94E+06,1.83E+06
6.06E+07,693.456,565.565,6.73E-05,1.97E+06,1.86E+06
6.06E+07,698.322,552.963,6.60E-05,2.00E+06,1.89E+06
6.06E+07,703.188,540.001,6.46E-05,2.03E+06,1.92E+06
6.06E+07,708.054,526.691,6.33E-05,2.07E+06,1.95E+06
6.06E+07,712.919,513.053,6.19E-05,2.10E+06,1.98E+06
6.06E+07,717.785,499.119,6.06E-05,2.14E+06,2.01E+06
6.06E+07,722.651,484.933,5.93E-05,2.17E+06,2.05E+06
